YEAR,APPLICATION_ID,ADMINISTERING_IC,ACTIVITY,TOTAL_COST,PROJECT_TITLE,ABSTRACT_TEXT,MATCHED_TERMS,GOLD_DIM1,GOLD_DIM2,GOLD_DIM3
2014,8764593,CA,R01,423504.0,Autophagy as a microenvironmental regulator of tumorigenesis and resistance,"DESCRIPTION (provided by applicant):  Autophagy is an evolutionarily conserved lysosomal degradation process crucial for adaptation to stress and for cellular homeostasis. To date, the rationale for targeting autophagy against cancer has been attributed to its cell-autonomous effects as a tumor cell survival pathway. In contrast, the role of autophagy in the development and function of the tumor microenvironment, a critical mediator of tumor initiation, progression and response to therapy, remains obscure. This project merges our expertise in autophagy and angiogenesis to define the functions of the autophagy pathway in the microenvironmental control of invasion and angiogenesis. We seek to answer two fundamental questions in the field. First, how does tumor cell autophagy generate a microenvironment conducive for survival and invasion? Second, is endothelial cell autophagy a prerequisite for the initiation of angiogenesis and during reneovascularization to escape therapeutic vascular growth restrictions imposed by anti-angiogenic therapy? Our preliminary studies implicate autophagy in the production of pro-migratory cytokines, thereby facilitating tumor cell invasion directly, or by activating monocytes via paracrine signaling cues. In addition, our pilot studies indicate that endothelial cell-targete autophagy deletion impairs neovascularization in vivo, thereby revealing a cell specific functional requirement for autophagy for angiogenesis. Based on these results, we will leverage powerful in vivo cancer models uniquely available in our laboratories to pursue two specific aims. In Aim 1, we will define the role of tumor cell autophagy in promoting glioblastoma multiforme (GBM) invasion and resistance to anti-angiogenic therapy. In Aim 2, we will determine the functions of endothelial cell autophagy during neovascularization and response to anti-angiogenic therapy. Overall, this proposal will define new interconnections between autophagy and the microenvironment that direct cancer cell invasion, angiogenesis and therapeutic resistance.",abstract_only,disease_non_biomarker,,
2012,8382809,CA,R21,156600.0,Mitochondrial uncoupling in prevention of carcinogenesis,"DESCRIPTION (provided by applicant): Mitochondrial uncoupling (the uncoupling of electron transport from ATP synthesis) has recently been proposed as a novel survival mechanism for cancer cells, and reduction in free radical generation is the accepted mechanism of action. However, whether mitochondrial uncoupling occurs during the early stage of cancer development is unclear. Our initial studies have demonstrated a novel and interesting finding that during skin tumorigenesis, tumor promoters can cause mitochondrial uncoupling, leading to suppression of p53 mitochondrial translocation and subsequent apoptosis, which might serve as a novel role for mitochondrial uncoupling in tumor promotion. Extending our initial studies, we hypothesize that mitochondrial uncoupling contributes to cancer development by suppressing p53 mitochondrial translocation and subsequent apoptosis. Using in vivo and in vitro skin carcinogenesis models, we will explore our hypothesis in the following aims:  Specific Aim 1: Examine whether mitochondrial uncoupling promotes mouse skin carcinogenesis. We will induce mouse skin carcinogenesis by chemical carcinogens using uncoupling protein 2 knockout (ucp2 -/-) mice. As a translational approach, we will perform skin carcinogenesis with or without topical applications of genipin, an aglycone derived from geniposide, which is found in the fruit of Gardenia jasminoides Ellisa, and also known as a specific UCP2 inhibitor. Specific Aim 2: Determine whether suppression of p53 mitochondrial translocation serves as a novel mechanism of tumor promotion by mitochondrial uncoupling. We will isolate mitochondria from the mouse skin samples, and detect the levels of mitochondrial p53 and apoptosis. We will also use ucp2 transgenic mice and transfect the ucp2 gene into the skin cell model and detect whether tumor promoter-induced mitochondrial p53 translocation and apoptosis are suppressed.  Our proposal aims to explore the novel idea that mitochondrial uncoupling contributes to early carcinogenesis and suppression of p53 mitochondrial translocation serves as an important mechanism of action. If accomplished, it could bring significant contributions to our understanding of how upregulation of mitochondrial uncoupling may promote tumorigenesis; thereafter, targeting UCP2 using inhibitors (e.g. genipin) could lead to suppression of cancer development.          PUBLIC HEALTH RELEVANCE: The major goal of this application is to investigate whether mitochondrial uncoupling contributes to early cancer development, and whether blocking p53 mitochondrial translocation serves as the mechanism of action. In addition, targeting uncoupling protein 2 (UCP2) as a translational approach for chemoprevention will also be studied. 1",keywords_only,disease_non_biomarker,,
2007,7270579,CA,R01,304247.0,Image-Guided IMRT for Inter-Fractional Changes,"DESCRIPTION (provided by applicant): The main goal of this competitive renewal application is to investigate the appropriateness and the relative site- specific clinical potential of a range of image-guided IMRT (IG-IMRT) strategies for taking into account inter-fractional changes in anatomy. Our hypothesis is that the application of appropriate IG-IMRT strategies of varying sophistication and complexity will lead to more conformal tailoring and to higher accuracy of delivered dose distributions, allowing significant reduction of normal tissues exposed to damaging levels of radiation doses or escalation of tumor doses, or both. There are many possible IG-IMRT strategies, including some that are highly advanced and complex ones that involve daily CT-image-guided setup and online near real-time replanning. The appropriateness of each strategy for a given site-specific clinical situation will be determined as a part of this research proposal and will depend upon the magnitude and the nature of the inter-fractional anatomic variations, the treatment technique (e.g., stereotactic, hypo-fractionated) and cost vs. clinical benefit considerations. To test our hypothesis, we will (1) adapt, optimize, develop, where necessary, and evaluate the effectiveness of image segmentation and deformable registration methods; (2) develop and evaluate methods and software for designing and delivering IMRT specifically for different offline and online adaptive and corrective IG-IMRT strategies; and (3) conduct preclinical treatment design studies to assess the merits of alternate IG-IMRT strategies relative to current practices as well as to each other by applying them to cases of prostate, head-and-neck and video-feedback-guided gated or breath-hold lung treatments. The clinical rationale for the proposed research is that its results will, in the long run, lead to significant improvements in outcome in terms of lower normal tissue toxicity, higher local control, or both. In addition, the accurate knowledge of the dose distributions actually delivered will improve the quality of dose-response data. To accomplish our goal, we intend to leverage the advances we made through our IMRT research in the previous two funding cycles.",keywords_only,disease_non_biomarker,,
2013,8555135,CA,R01,329925.0,Regulation of molecular thermal ablative resistance in hepatocellular carcinoma,"DESCRIPTION (provided by applicant):  The broad, long-range objective of this proposal is to improve the prognosis for patients with hepatocellular carcinoma (HCC). HCC is a major global burden of morbidity and mortality and its incidence in the US has tripled over the past 30 years. Locoregional thermal ablative therapies are important treatment options for early-mid stage HCC, achieving short-term outcomes similar to surgery with less morbidity. However, high tumor recurrence rates after treatment of larger HCCs (up to 75% at 5 years) limit their applicability and overall survival remains poor for these patients. Of significant concern, there is evidence that thermal ablation of HCC may induce further malignant progression. Development of therapeutic strategies for improving the efficacy of thermal ablation and ultimately patient prognosis will require a greater understanding of the molecular mechanisms regulating thermal resistance, recurrence and tumor progression. We have identified a critical role for heat stress induced MET and EGFR receptor tyrosine kinase (RTK) mediated PI3K-AKT survival signaling in HCC thermal resistance and progression and are especially excited about the observation that inhibition of the PI3K-AKT-mTOR pathway thermosensitizes HCC and accelerates heat stress induced cell killing. The specific aims of this proposal are: 1) To determine mechanisms of heat stress induced MET/EGFR-PI3K-AKT signaling regulating HCC molecular thermoresistance; 2) To determine mechanisms of thermal ablation induced tumor progression; 3) To modulate HCC sensitivity to thermal ablation by PI3K-AKT-mTOR inhibition. We will use a combination of cellular and molecular methods, novel imaging techniques and in vitro, in vivo and patient-based approaches to systematically investigative the mechanistic role of the novel heat stress induced MET/EGFR-PI3K-AKT axis in HCC thermoresistance and tumor progression. Successful completion of these studies will increase our understanding of the mechanisms of molecular thermal ablation induced resistance and tumor progression and provide a strong scientific framework for translating a mechanism- based combination ablative therapy for HCC to early stage clinical trials. Overall, this proposal is potentially of high impac given lack of effective long-term treatments for HCC. The findings from this research will also likely be generalizable to other solid organ malignancies treated with thermal ablation because of the known dysregulation of RTKs, PI3K-AKT pathway, and growth factors in other tumors.",keywords_only,disease_non_biomarker,,
2010,8157725,CA,ZIA,240637.0,Relapse after Allogeneci Hematopoietic Stem Cell Transplantation,"Despite it being a relatively common complication and most common cause of death, relatively little is known about the biology underlying recurrent disease, and there have been relatively few studies, all retrospective, that have dealt primarily with subsequent clinical outcomes of patients whose disease has recurred following allogeneic hematopoietic stem cell transplantation (HSCT). Most importantly, treatment options are extremely limited for patients with who experience disease recurrence or progression following allogeneic HSCT. These options include the withdrawal of immune suppression and/or the administration of additional donor lymphocytes (a.k.a. donor lymphocyte infusion;DLI) in order to induce a graft-versus-tumor (GVT) effect, the use of conventional therapeutic treatments for the respective disease, or a second allogeneic HSCT. With the exception of chronic phase chronic myelogenous leukemia (CML), these treatments only benefit a minority of patients, the benefits are often transient, and the treatments are associated with a high degree of morbidity, particularly graft-versus-host disease (GVHD). In addition, many of these therapies are not applicable to patients in whom disease recurs while experiencing active GVHD.   Despite this being a relatively common and life-threatening complication and the ineffectiveness and limited availabilities of therapies, only a very small minority of patients (estimated to be less than 5%) are treated on IRB-approved clinical trials. There are a number of reasons for this. First is the common practice among transplant physicians to attempt to induce a GVT effect through either withdrawal of immune suppression and/or DLI. However, as previously mentioned these maneuvers benefit only a minority of patients and result in GVHD in a majority of patients. Subsequently options are limited and prognosis is grave. Second, a significant portion of available phase I and II trials preclude patients who either have undergone prior allogeneic HSCT or have active GVHD. Third, given the historically poor outcomes of patients once they have either failed to respond or were deemed ineligible to receive, there continues to be a general sense of nihilism among transplant physicians, thus opting for palliative care rather then experimental therapy, which in itself is very limited.  As stated in the NCI Center for Cancer Research (CCR) Strategic plan, the intramural program is capable of performing long-term, high-risk research that may be too complex or challenging for academia or private industry to take on. It is our commitment to studying relatively rare but devastating cancers, and cancers predominant in medically underserved populations. The scientific and clinical interests, expertise, and resources of the CCR are ideally suited to take on this devastating problem, considering that over 10,000 patients undergoing allogeneic HSCT annually for malignancy in the United States alone. It is our goal to develop a coordinated program for the study and treatment of patients with recurrent malignancies following allogeneic HSCT. This program is a natural extension of our interest in enhancing graft-versus-tumor effects and takes advantage of the research interests and resources for these diseases within the intramural NCI programs (e.g. POB), and the particular research interests and expertise within the ETIB. There are already several protocols in place or in development by both the ETIB and POB, which are specifically designed for the treatment of recurrent disease after allogeneic HSCT. To integrate these efforts, we have formed a working group, consisting of translational and clincial scientists, and have designed a specific natural history protocol to study relapse after allogeneic HSCT will play an important role in the program development. This protocol is intended for both the long-term study of patients and to in recruiting patients with who experience disease recurrence or progression following allogeneic HSCT. Once enrolled onto this protocol, patients will be readily accessible and aware of the various investigative options available to them for their recurrent malignancy. This study serves at least three important functions. First, there have been relatively few studies of natural history of patients once they developed recurrent disease, particularly for patients with lymphoid malignancies. By prospectively following this cohort of patients, we will be able to identify risk factors for both relapse and for subsequent response to therapy. Second, participation in this natural history trial may benefit patients in that it will allow them access to a center which had dedicated itself to addressing this important problem that is currently not present in even the largest transplant programs. Finally, it will assure a steady stream of patients with hematologic malignancies that will serve as a valuable educational resource for clinical fellows in pediatric and medical oncology. We will implement this protocol through a specific relapse clinic which will also be run in a multi-disciplinary manner.  On November 2-3, 2009 the NCI hosted an international workshop on the biology, prevention, and treatment of relapse after allogeneic HSCT. Planning for the workshop began in December 2008 and 6 scientific committees worked throughout the year in a coordinated effort prparing the scientific agenda for the actual workshop. The workshop brought over 200 together basic, translational and clinical scientists from around the world to to generate and discuss key research questions related to the problem of relapse after transplant. Over 60 scientific presentations were made (the slides from all of these presentation are available for public viewing at the Workshop website: http://relapseaftertransplant.nci.nih.gov). The summaries of each committees findings and recommendations have been published serially in the Biology of Blood and Marrow Transplantation, which is official journal of American Society of Blood and Marrow Transplantation. A second workshop is currently being planned for 2012.",abstract_only,disease_non_biomarker,,
2004,6832324,CA,R43,99911.0,Geostatistical software for detection of cancer,"DESCRIPTION (provided by applicant): The overall objective of this project is to develop the first GIS-based software to offer tools that are specifically designed for the space-time analysis and detection of cancer disparities, providing: description of spatial patterns of cancer incidence and mortality rates and identification of scales of variability, spatial smoothing and filtering to correct for statistical instability caused by the smaller size of minority populations, detection of clusters and hotspots of significantly high or low health disparities, and visualization of changes in disparity through time. This product will allow the investigation and visualization of relationships between health disparity data and potential factors, such as environmental or occupational exposures, socio-economic conditions, leading to: (1) a better understanding of the causes underlying observed racial disparities in cancer incidence, mortality and morbidity (i.e. cancer epidemiology), and (2) long-term quantification of the benefits of current strategies for reducing the disproportionate incidence of cancer morbidity and mortality among minorities and the medically underserved in the United States. Instructional materials will be developed to promote the use of this relatively new methodology among health scientists.   Phase I of the project will:  a) Build on a firm foundation of completed simulation studies to further demonstrate and evaluate the ability of geostatistics to filter spatially varying noise, in particular for minority populations that commonly display drastic variations among geographical units.   b) Develop statistical tests to detect significant differences in cancer rates among sub-populations, and use Local Indicators of Spatial Autocorrelation (LISA) to identify clusters and local anomalies of health disparities.  c) Develop and test software prototype to perform the small number correction and detection of health disparities.",keywords_only,disease_non_biomarker,,
2007,7277177,CA,P01,1984035.0,Genetic Approaches to Cancer Immunotherapy,"DESCRIPTION (provided by applicant):  The ""Genetic Approaches to Cancer Immunotherapy"" Program is a translational research program dedicated to the conceptualization, development and clinical evaluation of novel immunotherapies that are based on gene transfer and somatic cell engineering. This innovative and highly interactive program brings together investigators with expertise in tumor immunology, transplantation biology, gene transfer biology and noninvasive imaging technologies, who share the common goal of exploring the potential advantages of genetic strategies to treat cancer. Gene transfer into patient cells, transplant donor cells, or engineered auxiliary cells such as antigen-presenting cells, is integral to all projects and supported by the Gene Transfer Core. Multimodality imaging, to study the migration, persistence and activation status of genetically modified cells in vivo, is also preeminent and supported by the Imaging Core. The 3 projects and 3 cores are:  1. Artificial antigen presentation to sensitize virus-specific T cells for adoptive immunotherapy; 2. Genetic approaches to immune adjuvants; 3. Genetic approaches to enhance the anti-tumor functions of T Lymphocytes; Gene Transfer and Somatic Cell Engineering Core ; Imaging Core; Administrative Core. This program integrates scientific discovery, preclinical development, vector production, and patient cell transduction, within a single institution's continuum. This program is the foundation for preclinical and clinical research in genetic medicine and somatic cell engineering at MSKCC. The present revised application is a competitive renewal to continue this research and apply it in the clinical setting. We propose 5 clinical trials that make use of either retroviral-mediated gene transfer or plasmid DNA to genetically modify T lymphocytes or antigen-presenting cells, all of which aim to enhance specific immunity in cancer patients.  [unreadable]   [unreadable]     [unreadable] [unreadable]",abstract_only,disease_non_biomarker,,
2008,7650821,CA,R01,321696.0,Anti-Tumor immunity in myeloma,"DESCRIPTION (provided by applicant):  Multiple myeloma is an incurable B cell tumor with limited treatment options. Our goal is to study the ability of the host immune system to resist this tumor in patients. Clonal expansion of transformed plasma cells with nearly all of the known genomic and cytogenetic changes found in myeloma can remain clinically stable for prolonged periods in patients with preneoplastic gammopathy (MGUS). Our preliminary studies suggest that these patients mount a vigorous and specific immune response against tumor cells in the tumor bed, which is not found in myeloma patients. Our hypothesis is that the host immune response plays a key role in controlling the malignant growth of tumor cells in patients, and this response is critically dependent on the context of tumor-dendritic celI-T cell interactions in vivo. MGUS-myeloma is a particularly useful model to study tumor-immune interactions, as it is possible in this tumor to isolate tumor and immune effector and antigen presenting cells directly from the bone marrow tumor bed, without the need for ex vivo culture and enzymatic treatments. Our long-term goal is to learn to harness the host immune response in an attempt to prevent progression of MGUS to myeloma. Our specific aims are 1) to study the nature of host anti-tumor CD4+ and CD8+ T cell response in the blood and tumor bed of patients with myeloma and MGUS; 2) to characterize the nature of antigen-presenting cells in the tumor bed and their interactions with tumor cells in situ; and 3) to study whether specific subpopulations of tumor cells can be specifically targeted to dendritic cells, the body's natural adjuvant. These studies should provide novel information about the interactions between tumor cells and immune system in the context of tumor microenvironment; and suggest novel strategies to boost anti-tumor immunity in patients targeting dendritic cells.",keywords_only,disease_non_biomarker,,
2009,7667687,CA,R01,218274.0,TeleCare Management of Pain and Depression in Cancer,"DESCRIPTION (provided by applicant): Pain and depression are two of the most prevalent and treatable cancer-related symptoms, each present in at least 20-30% of oncology patients. Both symptoms, however, frequently go either unrecognized and/or under-treated. Four common harriers include underdetection, inadequate initial treatment, failure to monitor adherence and symptom response, and failure to adjust treatment in patients not responding or intolerant of initial therapy. Nurse-delivered care management models proven effective for depression in primary care have considerable potential for optimizing both depression and pain care in cancer patients. Therefore, we propose to conduct the Indiana Cancer Pain and Depression (INCPAD) study, a randomized clinical trial conducted in a statewide network of community-based cancer clinics located in both rural and urban oncology practices. INCPAD will enroll 480 patients with cancer-related pain (n = 240) or clinical depression (n = 240), randomizing them to either the intervention or usual care control group. The intervention will be based upon the empirically-validated Three-Component Model (TCM) which for INCPAD will involve collaboration between the oncology practice, a centralized nurse care manager, and a supervising pain-psychiatrist. In this trial, TCM will involve an innovative telemedicine approach involving automated home-based symptom monitoring coupled with telephone-based nurse care management. All subjects will undergo comprehensive outcome assessment at baseline, 1, 3, 6 and 12 months by interviewers blinded to treatment group. Our principal aim is to test whether TCM is more effective than usual care in improving the co-primary outcomes of depression and pain. Secondarily, we will test the intervention's impact on health-related quality of life, cost-effectiveness of care, and treatment satisfaction. This intervention has the potential for improving symptom management in cancer patients across a wide range of oncology practices that may be geographically dispersed and varying in location (rural or urban), health plan, payer, or other characteristics. Furthermore, if proven effective for depression and pain, TCM could readily be expanded to reducing barriers and improving care of other cancer-related symptoms.",keywords_only,disease_non_biomarker,,
2014,8689919,CA,P01,,Biomarkers,"The Biomarkers Core contributes to the overall program project in the; a) collection of large numbers of biologic samples in support of Projects 1, 2, and 3, b) storage and archiving of all biologic samples, c) histologic services for the sectioning of tissue blocks in support of Projects 1, 2, and 3, d) pathology review of ail tissue samples (Projects 1, 2, and 3), d) standardization of sample acquisition, fixation and/or time to  freezing, and sample storage, e) distribution of samples from Projects 1, 2, and 3 to co-Investigators/collaborators, in the case of assays done off-site, f) measurement of biomarker expression in skin biopsies (Projects 1, 2, and 3), and g) measurement of agent levels in blood and periodic quality control of agents developed for clinical application in support of Core D (Project 3). We have evaluated, analyzed, and optimized assays used in the Biomarker Core and have an extensive history of measurement of analytes in both plasma and serum. In collaboration with Biometry and Data Management (Core B), the Biomarker Core has carried out the sample analyses and interacted with each Project on the transfer and/or analysis of samples, as well as on the management and interpretation of the results. Assays provided by the Core will include immunohistochemical method development and analysis, karyometric sample preparation, as well as the measurement of agent levels in skin and blood.  The Core has added a proteomic methodology, Reverse Phase Protein Microarray (RPMA), a novel application for multiplexed quantitative measurement of multiple signaling proteins, many of which are phosphoproteins, from biological specimens. RPMA represents a novel means of measurement of hundreds of proteins from a single specimen. A second novel methodology in this Program Project is quantitative  Nuclease Protection Assay (qNPA), a method for mRNA analysis from small tissue sections of formalin fixed paraffin embedded (FFPE) samples of selected genes arrayed onto a platform. qNPA will be a developmental aim in the Program Project and each project selected specific genes to be arrayed onto this platform including genes associated with skin cells and their transition into cancer and metastasis.  This highly interactive and clinically translational research program project focuses on the successful preclinical testing of targeted chemoprevention agents in innovative mouse models (Projects 1 and 2) followed by the design and implementation of clinical trials in at risk human populations (Project 3). Detailed descriptions of the decision-tree selection process as well as the interactions between Projects and Cores are found on the Resources Format Page.",keywords_only,not_applicable,,
2011,8288255,CA,P01,,Epigenetics/Translational Biomarkers (ETB) Core,"Epigenetics is a priority area in the NIH Roadmap. The Epigenetic/Translational Biomarkers (ETB) core has the overall goal of consolidating and applying standard methods to detect epigenetic modifications, for use in preclinical models and translational studies on Projects 1-3 of the P01. This core integrates with all three projects on the P01, with specific emphasis on methodologies and services that will be used most heavily and routinely throughout the 5-year course of investigation. This core evolved out of the prior ""Services Core"" and retains several key elements, such as the histopathology and biostatistics components. However, it now incorporates several epigenetic assays of importance to the central hypothesis of the P01:    The CENTRAL HYPOTHESIS is that sulforaphane (SFN), indole-3-carbinol (I3C), and cruciferous vegetables from which they derive are effective chemopreventive agents because, in addition to their blocking activities, they alter the pattern of histone modifications and histone deacetylase (HDAC) activity in cancer cells, as well as DNA promoter methylation status, thereby de-repressing epigenetically silenced genes that regulate the ceil cycle and apoptosis. Based on the central hypothesis, the following broad specific aims will be implemented in the ETB core:    Aim 1. Provide histopathology expertise for preclinical studies in rats and mice (Projects 1-3), and immunohistochemical analyses of epigenetic biomarkers (acetylated histones, HDACs) in animal and human tissues. The latter analyses will include tissue microarrays from translational studies with prostate cancer patients and colonoscopy patients.  Aim 2. Conduct routine HDAC activity assays on tissues from preclinical and clinical studies (Projects 1-3).  Aim 3. Run DNA methylation assays for epigenetically silenced genes of mutual interest (Projects 1-3).  Arm 4. Perform LC/MS/MS analyses of SFN and I3C metabolites in tissues and body fluids (Projects 1-3).  Aim 5. Coordinate protocol design and statistical analyses of data (Projects 1-3).    The long-term goal is to better understand which assays and biomarker(s) for epigenetic alterations in cancers might be applied in a reliable and robust manner in the clinical setting.",keywords_only,not_applicable,,
2012,8327267,CA,U24,1587106.0,Integrative Pipeline for Analysis & Translational Application of TCGA Data (GDAC),"The proposed Genome Data Analysis Center B (GDAC B) will work cooperatively with other GDACs funded  by The Cancer Genome Atlas (TCGA) project to (i) develop an innovative, integrative pipeline for systems-  level analysis of TCGA's molecular profiling data on many different types of human tumors and (ii) apply that  pipeline and its component modules to TCGA data to address important biological and clinical questions. An  overarching goal is to 'personalize' the management of patients' cancers on the basis of new tumor  biomarkers and biosignatures. For the first time, it is easier to generate millions of data points on tumors than  to analyze or interpret those data, hence the bioinformatic challenge is formidable. The pipeline will be  constructed using the Agile software development paradigm and semantic web query architecture. It will be  based on novel algorithms and modules developed by participants in the GDAC. Included will be modules for  data integration, data visualization, pathway analysis, and systems biological interpretation, all designed to  be user-friendly for the bench researcher and clinician. Those modules will be interfaced with additional ones  developed by other GDACs, All development will adhere to standards of TCGA and the Cancer Biomedical  Informatics Grid (caBIG) and will provide controlled access to ensure confidentiality of personally identifiable  data. The proposed GDAC team brings to this project expertise in bioinformatics, biostatistics, software  engineering, high-throughput molecular profiling technologies, systems-oriented biology, biomarker studies,  pathology, and clinical research. The three co-PIs (for bioinformatics, systems biology, and clinical research)  have each participated actively in TCGA since its inception, as have other members of the team, including  the lead software engineer. A major strength is the University of Texas M. D. Anderson Cancer Center  (MDACC) as an institution. MDACC has been, and presumably will continue to be, the largest source of  tumor specimens for TCGA. As one of the country's foremost cancer centers, with by far the largest cancer  clinical research program, MDACC has unparalleled expertise for follow up on medically important leads that  result from the development and application of the pipeline to TCGA data.",keywords_only,not_applicable,,
2010,7944141,CA,UC2,1963302.0,Comparative Effectiveness of Advanced Imaging in Cancer,"DESCRIPTION (Provided by the applicant):  Emerging imaging technologies are an important component of efforts to effectively detect and treat cancer. The American Recovery and Reinvestment Act of 2009 specifically targets the development of comparative effectiveness research (CER) to increase the performance and efficiency of the US health care system. This project will provide a national infrastructure for CER initiatives for advanced imaging in cancer. It will bring together the resources of Dartmouth Medical School, an established center of expertise in CER featuring pathbreaking investigations of geographic variability in medical practices at The Dartmouth Institute for Health Policy and Clinical Practice (TDI) and the Norris Cotton Cancer Center (NCCC);the American College of Radiology Imaging Network (ACRIN), which conducts rigorous clinical studies of advanced imaging technologies for cancer detection and treatment;and the Tufts Evidence-based Practice Center (EPC), which has specialized expertise in systematic review for diagnostic technologies. To achieve the full potential of these resources, we propose to develop a Center for Comparative Effectiveness Research in Cancer Imaging, a multi-institutional research center promoting and conducting cutting-edge comparative effectiveness research on advanced imaging in clinical cancer care. The Center will advance a research agenda and approaches for studying the impact of advanced imaging in cancer on health care utilization with attention to the consequences that significant incidental diagnostic findings have on patient care. Specific projects are proposed based on the National Lung Screening Trial, a major NCI-sponsored study, and the National Oncologic PET Registry, sponsored by the American College of Radiology and the Academy of Molecular Imaging. Specific aims are 1) establishing a Center for Comparative Effectiveness Research in Cancer Imaging to promote and support CER for imaging modalities, partnering with ACRIN and utilizing a new Dartmouth-based CER resource and research program;2) using the Center to advance methodologies that extend CER capacity for existing ACRIN projects while facilitating CER planning for future ACRIN trials;and 3) undertaking specific CER projects for PET that utilize the National Oncologic PET registry and Medicare administrative claims data. The multi-institutional collaborations on these aims involving TDI/NCCC at Dartmouth, the ACRIN statistical center at Brown, the National Oncologic PET Registry, and the Tufts EPC will rapidly advance comparative effectiveness research for imaging in cancer.      PUBLIC HEALTH RELEVANCE:  New imaging technologies for finding cancer and determining treatment are intended to improve the health of the US population. Research is needed to see if these technologies actually improve clinical care. Researchers representing several important institutions with unique resources will join forces to develop new studies of the effectiveness of advanced imaging in cancer.",keywords_only,not_applicable,,
